"state","city"
"MG","SÃO JOAQUIM DE BICAS"
"MG","SÃO JOAQUIM DE BICAS"
"MG","SÃO JOSÉ DA BARRA"
"MG","SÃO JOSÉ DA BARRA"
"MG","SÃO JOSÉ DA LAPA"
"MG","SÃO JOSÉ DA LAPA"
"MG","SÃO JOSÉ DA LAPA"
"MG","SÃO JOSÉ DA LAPA"
"MG","SÃO JOSÉ DO GOIABAL"
"MG","SÃO LOURENÇO"
"MG","SÃO LOURENÇO"
"MG","SÃO LOURENÇO"
"MG","SÃO LOURENÇO"
"MG","SÃO ROMÃO"
"MG","SÃO SEBASTIÃO DA BELA VISTA"
"MG","SÃO SEBASTIÃO DO OESTE"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SÃO SEBASTIÃO DO PARAÍSO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SARZEDO"
"MG","SENADOR AMARAL"
"MG","SENHORA DO PORTO"
"MG","SENHORA DOS REMÉDIOS"
"MG","SERRANIA"
"MG","SERRO"
"MG","SERRO"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","SETE LAGOAS"
"MG","TAIOBEIRAS"
"MG","TAIOBEIRAS"
"MG","TAIOBEIRAS"
"MG","TAIOBEIRAS"
"MG","TAIOBEIRAS"
"MG","TAQUARAÇU DE MINAS"
"MG","TEÓFILO OTONI"
"MG","TIMÓTEO"
"MG","TIMÓTEO"
"MG","TOLEDO"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS CORAÇÕES"
"MG","TRÊS MARIAS"
"MG","TRÊS MARIAS"
"MG","TRÊS MARIAS"
"MG","TURVOLÂNDIA"
"MG","UBAÍ"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERABA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UBERLÂNDIA"
"MG","UNAI"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VARGINHA"
"MG","VÁRZEA DA PALMA"
"MG","VÁRZEA DA PALMA"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
"MG","VESPASIANO"
